count	file	class	tokens
3	com/moonsworth/lunar/legacy/mixin/WorldRendererMixin.java	WorldRendererMixin	method
3	com/moonsworth/lunar/legacy/mixin/Vec3Mixin.java	Vec3Mixin	value
3	com/moonsworth/lunar/legacy/mixin/TimerMixin.java	TimerMixin	number
3	com/moonsworth/lunar/legacy/mixin/ThreadDownloadImageDataMixin.java	ThreadDownloadImageDataMixin	field,method
3	com/moonsworth/lunar/legacy/mixin/TextureMapMixin.java	TextureMapMixin	text
3	com/moonsworth/lunar/legacy/mixin/TextureManagerMixin.java	TextureManagerMixin	text
3	com/moonsworth/lunar/legacy/mixin/StatFileWriter3.java	StatFileWriter3	method
3	com/moonsworth/lunar/legacy/mixin/SimpleResourceMixin.java	SimpleResourceMixin	text
3	com/moonsworth/lunar/legacy/mixin/ServerPingerMixin.java	ServerPingerMixin	number
3	com/moonsworth/lunar/legacy/mixin/ScorePlayerTeamMixin.java	ScorePlayerTeamMixin	text
3	com/moonsworth/lunar/legacy/mixin/ScoreObjectiveMixin.java	ScoreObjectiveMixin	text
3	com/moonsworth/lunar/legacy/mixin/PlayerProfileCacheMixin.java	PlayerProfileCacheMixin	obj
3	com/moonsworth/lunar/legacy/mixin/NBTTagStringMixin.java	NBTTagStringMixin	text
3	com/moonsworth/lunar/legacy/mixin/LagometerMixin.java	LagometerMixin	method
3	com/moonsworth/lunar/legacy/mixin/GuiConnectingDisconnectMixin.java	GuiConnectingDisconnectMixin	field,number,text
3	com/moonsworth/lunar/legacy/mixin/FolderResourcePackMixin.java	FolderResourcePackMixin	method,text
3	com/moonsworth/lunar/legacy/mixin/CreativeCraftingMixin.java	CreativeCraftingMixin	method,number
3	com/moonsworth/lunar/legacy/mixin/ChatStyleMixin.java	ChatStyleMixin	method
3	com/moonsworth/lunar/legacy/mixin/BossStatusMixin.java	BossStatusMixin	flag,method
3	com/moonsworth/lunar/legacy/mixin/BiomeGenBaseMixin.java	BiomeGenBaseMixin	number
3	com/moonsworth/lunar/legacy/MixinHelper.java	MixinHelper	number
3	com/moonsworth/lunar/ichor/util/FatalIchorError2.java	FatalIchorError2	value
3	com/moonsworth/lunar/ichor/mixin/MixinHelper32.java	MixinHelper32	method,obj
3	com/moonsworth/lunar/ichor/Ichor2Iterator2$1.java	Ichor2Iterator2$1	field
3	com/moonsworth/lunar/genesis/WeakReferenceBase.java	WeakReferenceBase	field,value
3	com/moonsworth/lunar/genesis/SoftReferenceBase.java	SoftReferenceBase	field,value
3	com/moonsworth/lunar/genesis/SerializableBase2$Data5.java	SerializableBase2$Data5	field,method
3	com/moonsworth/lunar/genesis/SerializableBase2$Data4.java	SerializableBase2$Data4	field,method
3	com/moonsworth/lunar/genesis/PhantomReferenceBase.java	PhantomReferenceBase	field,value
3	com/moonsworth/lunar/genesis/OutputStreamSerializer$2.java	OutputStreamSerializer$2	field,method
3	com/moonsworth/lunar/genesis/MixinHelperType$4.java	MixinHelperType$4	text
3	com/moonsworth/lunar/genesis/MixinHelperIterator33.java	MixinHelperIterator33	value
3	com/moonsworth/lunar/genesis/MixinHelper8$Data22.java	MixinHelper8$Data22	field
3	com/moonsworth/lunar/genesis/MixinHelper6$Type.java	MixinHelper6$Type	obj
3	com/moonsworth/lunar/genesis/MixinHelper5$Data13.java	MixinHelper5$Data13	field
3	com/moonsworth/lunar/genesis/MixinHelper5$1_7.java	MixinHelper5$1_7	field,method
3	com/moonsworth/lunar/genesis/MixinHelper43$Data9.java	MixinHelper43$Data9	method
3	com/moonsworth/lunar/genesis/MixinHelper43$Data7.java	MixinHelper43$Data7	method
3	com/moonsworth/lunar/genesis/MixinHelper43$Data2.java	MixinHelper43$Data2	field
3	com/moonsworth/lunar/genesis/MixinHelper43$Data.java	MixinHelper43$Data	field
3	com/moonsworth/lunar/genesis/MixinHelper35$Type$1.java	MixinHelper35$Type$1	number,value
3	com/moonsworth/lunar/genesis/MixinHelper34$Data2.java	MixinHelper34$Data2	method,value
3	com/moonsworth/lunar/genesis/MixinHelper312$Data5.java	MixinHelper312$Data5	field
3	com/moonsworth/lunar/genesis/MixinHelper3$Type8.java	MixinHelper3$Type8	method,text
3	com/moonsworth/lunar/genesis/MixinHelper3$Type7.java	MixinHelper3$Type7	method,number
3	com/moonsworth/lunar/genesis/MixinHelper3$Type5.java	MixinHelper3$Type5	method,number
3	com/moonsworth/lunar/genesis/MixinHelper292$Data4.java	MixinHelper292$Data4	field
3	com/moonsworth/lunar/genesis/MixinHelper233$1.java	MixinHelper233$1	field,method
3	com/moonsworth/lunar/genesis/MixinHelper232$1$1.java	MixinHelper232$1$1	field
3	com/moonsworth/lunar/genesis/MixinHelper2$Extension.java	MixinHelper2$Extension	number
3	com/moonsworth/lunar/genesis/MixinHelper18$3.java	MixinHelper18$3	field
3	com/moonsworth/lunar/genesis/MixinHelper18$2.java	MixinHelper18$2	field
3	com/moonsworth/lunar/genesis/MixinHelper14$Data4.java	MixinHelper14$Data4	method,text
3	com/moonsworth/lunar/genesis/MixinHelper1322.java	MixinHelper1322	obj,value
3	com/moonsworth/lunar/genesis/MixinHelper13$1.java	MixinHelper13$1	number
3	com/moonsworth/lunar/genesis/MixinHelper11$Extension.java	MixinHelper11$Extension	method,text
3	com/moonsworth/lunar/genesis/MixinHelper11$Data17.java	MixinHelper11$Data17	field,method,value
3	com/moonsworth/lunar/genesis/MixinHelper11$Data16.java	MixinHelper11$Data16	method,number
3	com/moonsworth/lunar/genesis/ExecutorTask$1.java	ExecutorTask$1	field
3	com/moonsworth/lunar/genesis/ExecutorServiceTask$1.java	ExecutorServiceTask$1	field
3	com/moonsworth/lunar/genesis/DataInputExtension.java	DataInputExtension	number
3	com/moonsworth/lunar/genesis/AbstractMapLoader$2.java	AbstractMapLoader$2	method,obj
3	com/moonsworth/lunar/forge/mixin/ModelLoaderMixin.java	ModelLoaderMixin	method,text
3	com/moonsworth/lunar/forge/mixin/ForgeEventFactoryMixin2.java	ForgeEventFactoryMixin2	obj,text
3	com/moonsworth/lunar/forge/mixin/FMLCommonHandlerMixin.java	FMLCommonHandlerMixin	obj
3	com/moonsworth/lunar/forge/mixin/EventBusMixin3.java	EventBusMixin3	obj,text
3	com/moonsworth/lunar/forge/lib/mixin/IOException.java	IOException	field,text
3	com/moonsworth/lunar/forge/lib/mixin/CloseableExtension4.java	CloseableExtension4	number
3	com/moonsworth/lunar/forge/lib/guava/reflect/TypeVisitor.java	TypeVisitor	flag
3	com/moonsworth/lunar/forge/lib/guava/reflect/TypeParameter.java	TypeParameter	obj
3	com/moonsworth/lunar/forge/lib/guava/primitives/Platform.java	Platform	text
3	com/moonsworth/lunar/forge/lib/guava/io/LineReader.java	LineReader	text
3	com/moonsworth/lunar/forge/lib/guava/io/ByteArrayDataInput.java	ByteArrayDataInput	number
3	com/moonsworth/lunar/forge/lib/guava/graph/EndpointPairIterator.java	EndpointPairIterator	obj
3	com/moonsworth/lunar/forge/lib/guava/escape/Escaper.java	Escaper	text
3	com/moonsworth/lunar/forge/lib/guava/collect/SortedSetMultimap.java	SortedSetMultimap	obj,value
3	com/moonsworth/lunar/forge/lib/guava/collect/RangeSet.java	RangeSet	obj,value
3	com/moonsworth/lunar/forge/lib/guava/collect/ImmutableMapKeySet.java	ImmutableMapKeySet	arg,obj
3	com/moonsworth/lunar/forge/lib/guava/collect/AbstractSequentialIterator.java	AbstractSequentialIterator	value
3	com/moonsworth/lunar/forge/lib/guava/base/CommonPattern.java	CommonPattern	text
3	com/moonsworth/lunar/forge/lib/MixinMisc_2.java	MixinMisc_2	method
3	com/moonsworth/lunar/forge/lib/MixinMisc9Extension.java	MixinMisc9Extension	flag,number
3	com/moonsworth/lunar/forge/lib/MixinMisc7$Data.java	MixinMisc7$Data	field,method
3	com/moonsworth/lunar/forge/lib/MixinLegacy_3.java	MixinLegacy_3	method,number
3	com/moonsworth/lunar/forge/lib/MixinHelperException.java	MixinHelperException	field,text
3	com/moonsworth/lunar/forge/lib/MixinCoreUpdater3.java	MixinCoreUpdater3	method,number
3	com/moonsworth/lunar/forge/lib/MixinCommon.java	MixinCommon	arg,field
3	com/moonsworth/lunar/forge/lib/MixinAlt4.java	MixinAlt4	flag
3	com/moonsworth/lunar/forge/lib/IOException_2.java	IOException_2	field,text
3	com/moonsworth/lunar/forge/lib/IOException4_2.java	IOException4_2	field,text
3	com/moonsworth/lunar/forge/lib/IOException3_2.java	IOException3_2	field,text
3	com/moonsworth/lunar/forge/lib/IOException2_2.java	IOException2_2	field,text
3	com/moonsworth/lunar/forge/lib/IOException.java	IOException	field,text
3	com/moonsworth/lunar/forge/lib/FilterOutputStreamBase.java	FilterOutputStreamBase	field
3	com/moonsworth/lunar/forge/lib/CloseableLoader$Data7.java	CloseableLoader$Data7	method
3	com/moonsworth/lunar/forge/Ichor5Loader_2.java	Ichor5Loader_2	method
3	com/moonsworth/lunar/files/Files4Base4.java	Files4Base4	method
3	com/moonsworth/lunar/files/Files$Extension.java	Files$Extension	method
3	com/moonsworth/lunar/client/util/mixin/MixinHelper2.java	MixinHelper2	method
3	com/moonsworth/lunar/client/util/mixin/MixinHelper.java	MixinHelper	method
3	com/moonsworth/lunar/client/util/highlight/Highlight.java	Highlight	method,text
3	com/moonsworth/lunar/client/util/gui/Gui.java	Gui	obj
3	com/moonsworth/lunar/client/util/click/Click9.java	Click9	field,method
3	com/moonsworth/lunar/client/util/TranslationEntry.java	TranslationEntry	method
3	com/moonsworth/lunar/client/util/ThreadModuleDump8.java	ThreadModuleDump8	method
3	com/moonsworth/lunar/client/util/ThreadModuleDump53.java	ThreadModuleDump53	method,obj
3	com/moonsworth/lunar/client/util/ThreadModuleDump32.java	ThreadModuleDump32	field,method
3	com/moonsworth/lunar/client/util/RegexPatterns.java	RegexPatterns	field
3	com/moonsworth/lunar/client/util/ConsumerExtension.java	ConsumerExtension	value
3	com/moonsworth/lunar/client/util/Annotation.java	Annotation	method,text
3	com/moonsworth/lunar/client/tps/TpsException.java	TpsException	field,method
3	com/moonsworth/lunar/client/mobsize/mixin/TessellatorRenderer.java	TessellatorRenderer	field
3	com/moonsworth/lunar/client/mixin/RegionRenderCacheMixin.java	RegionRenderCacheMixin	number
3	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate7.java	Nameplate7	number,value
3	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate6.java	Nameplate6	value
3	com/moonsworth/lunar/client/markers/mixin/gui/mixin/GuiExtension3.java	GuiExtension3	method
3	com/moonsworth/lunar/client/lotusfish/Ichor2Handler.java	Ichor2Handler	method
3	com/moonsworth/lunar/client/lighting/nameplate/Nameplate3Handler.java	Nameplate3Handler	field
3	com/moonsworth/lunar/client/lighting/Lighting_7.java	Lighting_7	method
3	com/moonsworth/lunar/client/lighting/Lighting2_2.java	Lighting2_2	flag,method,text
3	com/moonsworth/lunar/client/killsounds/mixin/Killsounds3.java	Killsounds3	method,text
3	com/moonsworth/lunar/client/killsounds/Killsounds15.java	Killsounds15	method,obj
3	com/moonsworth/lunar/client/inactive/rewindhandlers/RewindhandlersType.java	RewindhandlersType	text
3	com/moonsworth/lunar/client/inactive/mixin/rewindhandlers/mixin/Rewindhandlers.java	Rewindhandlers	field
3	com/moonsworth/lunar/client/inactive/mixin/fishing/FishingHandler6.java	FishingHandler6	method
3	com/moonsworth/lunar/client/inactive/mixin/fishing/FishingHandler42.java	FishingHandler42	method
3	com/moonsworth/lunar/client/inactive/mixin/colorsaturation/Colorsaturation3.java	Colorsaturation3	method
3	com/moonsworth/lunar/client/inactive/Inactive_2.java	Inactive_2	field,method
3	com/moonsworth/lunar/client/glintcolorizer/mixin/Glintcolorizer2Base42.java	Glintcolorizer2Base42	method,text
3	com/moonsworth/lunar/client/glintcolorizer/mixin/Glintcolorizer2Base4.java	Glintcolorizer2Base4	method,text
3	com/moonsworth/lunar/client/glintcolorizer/GlintcolorizerIterator.java	GlintcolorizerIterator	value
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2_3.java	Glintcolorizer2_3	method
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Impl_2.java	Glintcolorizer2Impl_2	field,method
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base4_3.java	Glintcolorizer2Base4_3	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base47.java	Glintcolorizer2Base47	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base46.java	Glintcolorizer2Base46	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base44_3.java	Glintcolorizer2Base44_3	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base43_3.java	Glintcolorizer2Base43_3	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base43.java	Glintcolorizer2Base43	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base42_3.java	Glintcolorizer2Base42_3	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base42.java	Glintcolorizer2Base42	method,text
3	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base4.java	Glintcolorizer2Base4	method,text
3	com/moonsworth/lunar/client/framework/feature/worldeditcui/Worldeditcui_2.java	Worldeditcui_2	method,number
3	com/moonsworth/lunar/client/framework/feature/waila/Waila.java	Waila	method,number
3	com/moonsworth/lunar/client/framework/feature/tps/JsonDeserializerIterator.java	JsonDeserializerIterator	method,text
3	com/moonsworth/lunar/client/framework/feature/tiertagger/Gui2Extension.java	Gui2Extension	method,text
3	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplate/mixin/RewindhandlersNameplate.java	RewindhandlersNameplate	method
3	com/moonsworth/lunar/client/framework/feature/rewind/nameplate/mixin/highlight/Nameplate2Impl.java	Nameplate2Impl	method
3	com/moonsworth/lunar/client/framework/feature/rewind/gui/Gui5.java	Gui5	method
3	com/moonsworth/lunar/client/framework/feature/nickhider/Nickhider2.java	Nickhider2	method,value
3	com/moonsworth/lunar/client/framework/feature/motionblur/ColorsaturationExtension.java	ColorsaturationExtension	method
3	com/moonsworth/lunar/client/framework/feature/mod/rewindhandlers/mixin/Rewindhandlers.java	Rewindhandlers	field
3	com/moonsworth/lunar/client/framework/feature/mod/impl/alert/excavation/mixin/ExcavationType3.java	ExcavationType3	text
3	com/moonsworth/lunar/client/framework/feature/mod/fishing/gui/Gui_2.java	Gui_2	method,text
3	com/moonsworth/lunar/client/framework/feature/mod/MixinHelperType.java	MixinHelperType	number
3	com/moonsworth/lunar/client/framework/feature/menublur/ColorsaturationExtension.java	ColorsaturationExtension	method
3	com/moonsworth/lunar/client/framework/feature/f3display/F3display$Data.java	F3display$Data	field,method
3	com/moonsworth/lunar/client/framework/feature/colorsaturation/ColorsaturationExtension.java	ColorsaturationExtension	method
3	com/moonsworth/lunar/client/framework/feature/attackindicator/mixin/Attackindicator2Handler4.java	Attackindicator2Handler4	method
3	com/moonsworth/lunar/client/framework/MixinCore5Handler.java	MixinCore5Handler	method,value
3	com/moonsworth/lunar/client/framework/MixinCore5.java	MixinCore5	method,value
3	com/moonsworth/lunar/client/framework/MixinCore.java	MixinCore	method
3	com/moonsworth/lunar/client/framework/Framework2.java	Framework2	method
3	com/moonsworth/lunar/client/fov/Fov_4.java	Fov_4	method
3	com/moonsworth/lunar/client/click/fishing/Fishing2.java	Fishing2	method
3	com/moonsworth/lunar/client/animations/mixin/AnimationsImpl2.java	AnimationsImpl2	flag,method
3	com/moonsworth/lunar/bridge/slayer/Slayer5.java	Slayer5	number
3	com/moonsworth/lunar/bridge/slayer/Slayer2.java	Slayer2	flag,number
3	com/moonsworth/lunar/bridge/lighting/Lighting4.java	Lighting4	number,text
3	com/moonsworth/lunar/bridge/itemcounter/Itemcounter_2.java	Itemcounter_2	number
3	com/moonsworth/lunar/bridge/horsestats/HorsestatsType$Extension.java	HorsestatsType$Extension	value
3	com/moonsworth/lunar/bridge/horsestats/Horsestats23.java	Horsestats23	method,text
3	com/moonsworth/lunar/bridge/horsestats/Horsestats16.java	Horsestats16	method,value
3	com/moonsworth/lunar/bridge/horsestats/Horsestats13.java	Horsestats13	method,text
3	com/moonsworth/lunar/bridge/hitbox/Hitbox.java	Hitbox	number
3	com/moonsworth/lunar/bridge/TurboBlockBridge.java	TurboBlockBridge	field,flag,method
3	com/moonsworth/lunar/bridge/StyledCharSink.java	StyledCharSink	method,number
3	com/moonsworth/lunar/bridge/ParticleEngineBridge.java	ParticleEngineBridge	value
3	com/moonsworth/lunar/bridge/MixinHelper_15.java	MixinHelper_15	flag,text
3	com/moonsworth/lunar/bridge/KeyEventBridge.java	KeyEventBridge	method
3	com/moonsworth/lunar/bridge/EffectPacketBridge.java	EffectPacketBridge	method,number
3	com/moonsworth/lunar/bridge/Bridge_19.java	Bridge_19	number
3	com/moonsworth/lunar/bridge/Bridge5Extension66.java	Bridge5Extension66	arg,method
3	com/moonsworth/lunar/bridge/Bridge4_4.java	Bridge4_4	number,text
3	com/moonsworth/lunar/bridge/Bridge3Extension.java	Bridge3Extension	number
3	com/moonsworth/lunar/bridge/Bridge2_17.java	Bridge2_17	number
3	com/moonsworth/lunar/bridge/Bridge2Handler2.java	Bridge2Handler2	field
3	com/moonsworth/lunar/bridge/Bridge2$Extension2.java	Bridge2$Extension2	text
3	com/moonsworth/lunar/bridge/BlockBreakAnimationPacketBridge.java	BlockBreakAnimationPacketBridge	method,number
2	net/minecraft/world/gen/FlatGeneratorInfo.java	FlatGeneratorInfo	var
2	net/minecraft/world/gen/ChunkProviderSettings.java	ChunkProviderSettings	var
2	net/minecraft/world/biome/BiomeGenJungle.java	BiomeGenJungle	i
2	net/minecraft/world/biome/BiomeCache.java	BiomeCache	i
2	net/minecraft/world/GameRules.java	GameRules	var
2	net/minecraft/util/StringTranslate.java	StringTranslate	var
2	net/minecraft/util/CryptManager.java	CryptManager	var
2	net/minecraft/tileentity/TileEntitySign.java	TileEntitySign	var
2	net/minecraft/server/management/BanEntry.java	BanEntry	var
2	net/minecraft/server/integrated/IntegratedServer.java	IntegratedServer	var
2	net/minecraft/network/NetworkSystem.java	NetworkSystem	var
2	net/minecraft/network/NetworkManager.java	NetworkManager	var
2	net/minecraft/command/server/CommandSaveAll.java	CommandSaveAll	flag
2	net/minecraft/client/resources/data/TextureMetadataSectionSerializer.java	TextureMetadataSectionSerializer	flag
2	net/minecraft/client/resources/ResourcePackListEntry.java	ResourcePackListEntry	i
2	net/minecraft/client/resources/ResourceIndex.java	ResourceIndex	var
2	net/minecraft/client/resources/Locale.java	Locale	var
2	net/minecraft/client/resources/FileResourcePack.java	FileResourcePack	var
2	net/minecraft/client/resources/DefaultResourcePack.java	DefaultResourcePack	var
2	net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer.java	TileEntityBannerRenderer	flag
2	net/minecraft/client/network/NetHandlerPlayClient.java	NetHandlerPlayClient	var
2	net/minecraft/client/network/LanServerDetector.java	LanServerDetector	var
2	net/minecraft/client/multiplayer/ServerAddress.java	ServerAddress	var
2	net/minecraft/client/multiplayer/PlayerControllerMP.java	PlayerControllerMP	flag
2	net/minecraft/client/gui/inventory/GuiBrewingStand.java	GuiBrewingStand	i
2	net/minecraft/client/gui/GuiMainMenu.java	GuiMainMenu	var
2	net/minecraft/client/gui/GuiIngameMenu.java	GuiIngameMenu	flag
2	net/minecraft/client/audio/SoundManager.java	SoundManager	var
2	net/minecraft/client/audio/SoundHandler.java	SoundHandler	var
2	net/minecraft/block/BlockTrapDoor.java	BlockTrapDoor	flag
2	net/minecraft/block/BlockSlab.java	BlockSlab	flag
2	net/minecraft/block/BlockRedstoneWire.java	BlockRedstoneWire	flag
2	com/moonsworth/webosr/wrappers/WebOSR.java	WebOSR	number
2	com/moonsworth/webosr/wrappers/Session.java	Session	number
2	com/moonsworth/webosr/NativeHandle.java	NativeHandle	number
2	com/moonsworth/lunar/v1_8/optifine/wrapper/Wrapper2.java	Wrapper2	flag
2	com/moonsworth/lunar/v1_8/mixin/TextureMapMixin.java	TextureMapMixin	flag,text
2	com/moonsworth/lunar/v1_7/optifine/wrapper/Slayer7Handler.java	Slayer7Handler	number
2	com/moonsworth/lunar/replaymod/mixin/ReplayModMixinConfigPluginV1_8Mixin.java	ReplayModMixinConfigPluginV1_8Mixin	text
2	com/moonsworth/lunar/replaymod/mixin/ReplayModMixinConfigPluginMixin.java	ReplayModMixinConfigPluginMixin	text
2	com/moonsworth/lunar/replaymod/mixin/MCVerV1_8Mixin.java	MCVerV1_8Mixin	method
2	com/moonsworth/lunar/replaymod/mixin/MCVerMixin.java	MCVerMixin	method
2	com/moonsworth/lunar/replaymod/mixin/GuiBackgroundProcessesV1_8Mixin.java	GuiBackgroundProcessesV1_8Mixin	method
2	com/moonsworth/lunar/replaymod/mixin/GuiBackgroundProcessesMixin.java	GuiBackgroundProcessesMixin	method
2	com/moonsworth/lunar/replaymod/forge/v1_8/mixin/MixinHelper.java	MixinHelper	flag
2	com/moonsworth/lunar/replaymod/forge/v1_12/mixin/MixinHelper.java	MixinHelper	flag
2	com/moonsworth/lunar/replaymod/forge/Ichor5Loader2.java	Ichor5Loader2	field,method
2	com/moonsworth/lunar/network/Network2$Type.java	Network2$Type	number
2	com/moonsworth/lunar/loader/Ichor6Impl.java	Ichor6Impl	method
2	com/moonsworth/lunar/loader/Ichor4Type2$2.java	Ichor4Type2$2	text
2	com/moonsworth/lunar/legacy/wrapper/util/IMetadataSectionSerializer.java	IMetadataSectionSerializer	field,method
2	com/moonsworth/lunar/legacy/wrapper/Wrapper$Type.java	Wrapper$Type	number
2	com/moonsworth/lunar/legacy/wrapper/SpawnPlayerPacketBuilder.java	SpawnPlayerPacketBuilder	method
2	com/moonsworth/lunar/legacy/optifine/wrapper/Slayer3Renderer.java	Slayer3Renderer	flag
2	com/moonsworth/lunar/legacy/mixin/TranslatableComponentTransformMixin.java	TranslatableComponentTransformMixin	value
2	com/moonsworth/lunar/legacy/mixin/ThreadDownloadImageDataMixin2.java	ThreadDownloadImageDataMixin2	flag
2	com/moonsworth/lunar/legacy/mixin/TextureUtilMixin.java	TextureUtilMixin	method
2	com/moonsworth/lunar/legacy/mixin/SlotMixin.java	SlotMixin	method
2	com/moonsworth/lunar/legacy/mixin/ServerStatusResponseMixin.java	ServerStatusResponseMixin	text
2	com/moonsworth/lunar/legacy/mixin/RenderItemMixin3.java	RenderItemMixin3	obj
2	com/moonsworth/lunar/legacy/mixin/ReflectorMethodMixin.java	ReflectorMethodMixin	text
2	com/moonsworth/lunar/legacy/mixin/ReflectorClassMixin.java	ReflectorClassMixin	text
2	com/moonsworth/lunar/legacy/mixin/PlayerItemsLayerMixin.java	PlayerItemsLayerMixin	value
2	com/moonsworth/lunar/legacy/mixin/NetworkManagerMixin.java	NetworkManagerMixin	text
2	com/moonsworth/lunar/legacy/mixin/MpegAudioFileReaderMixin.java	MpegAudioFileReaderMixin	number
2	com/moonsworth/lunar/legacy/mixin/ModelRendererAttachMixin.java	ModelRendererAttachMixin	value
2	com/moonsworth/lunar/legacy/mixin/ModelHumanoidHeadMixin.java	ModelHumanoidHeadMixin	flag
2	com/moonsworth/lunar/legacy/mixin/ItemStackUpdateMixin.java	ItemStackUpdateMixin	flag,number
2	com/moonsworth/lunar/legacy/mixin/ItemPotionThrowMixin.java	ItemPotionThrowMixin	method
2	com/moonsworth/lunar/legacy/mixin/ItemFoodMixin.java	ItemFoodMixin	method
2	com/moonsworth/lunar/legacy/mixin/InventoryPlayerEventMixin.java	InventoryPlayerEventMixin	method
2	com/moonsworth/lunar/legacy/mixin/ICommandSenderMixin.java	ICommandSenderMixin	text
2	com/moonsworth/lunar/legacy/mixin/GuiTextFieldMixin.java	GuiTextFieldMixin	number
2	com/moonsworth/lunar/legacy/mixin/GuiScreenBookMixin.java	GuiScreenBookMixin	number
2	com/moonsworth/lunar/legacy/mixin/GuiMixin.java	GuiMixin	method
2	com/moonsworth/lunar/legacy/mixin/FieldLocatorTypesMixin.java	FieldLocatorTypesMixin	text
2	com/moonsworth/lunar/legacy/mixin/FieldLocatorTypeMixin.java	FieldLocatorTypeMixin	text
2	com/moonsworth/lunar/legacy/mixin/FieldLocatorNameMixin.java	FieldLocatorNameMixin	text
2	com/moonsworth/lunar/legacy/mixin/FaceBakeryMixin.java	FaceBakeryMixin	flag
2	com/moonsworth/lunar/legacy/mixin/EnumChatFormattingOptimizationMixin.java	EnumChatFormattingOptimizationMixin	text
2	com/moonsworth/lunar/legacy/mixin/EntityTNTPrimedMixin.java	EntityTNTPrimedMixin	number
2	com/moonsworth/lunar/legacy/mixin/EntityLightningBoltMixin.java	EntityLightningBoltMixin	flag
2	com/moonsworth/lunar/legacy/mixin/EnchantmentMixin.java	EnchantmentMixin	method
2	com/moonsworth/lunar/legacy/mixin/DefaultResourcePackMixin.java	DefaultResourcePackMixin	text
2	com/moonsworth/lunar/legacy/mixin/ComponentTransformableExtension.java	ComponentTransformableExtension	value
2	com/moonsworth/lunar/legacy/mixin/BootstrapMixin.java	BootstrapMixin	method
2	com/moonsworth/lunar/legacy/mixin/BlockPosMixin.java	BlockPosMixin	number
2	com/moonsworth/lunar/legacy/mixin/BlockModelShapesMixin.java	BlockModelShapesMixin	method
2	com/moonsworth/lunar/legacy/mixin/AxisAlignedBBBoundsMixin.java	AxisAlignedBBBoundsMixin	value
2	com/moonsworth/lunar/legacy/mixin/AbstractTextureMultiTexMixin.java	AbstractTextureMultiTexMixin	number
2	com/moonsworth/lunar/legacy/mixin/ALMixin.java	ALMixin	text
2	com/moonsworth/lunar/ichor/util/FatalIchorError3.java	FatalIchorError3	method,text
2	com/moonsworth/lunar/ichor/util/Annotation3.java	Annotation3	method
2	com/moonsworth/lunar/ichor/mixin/MixinHelper.java	MixinHelper	number
2	com/moonsworth/lunar/ichor/api/IchorAPI3.java	IchorAPI3	method,text
2	com/moonsworth/lunar/ichor/MixinMore.java	MixinMore	text
2	com/moonsworth/lunar/ichor/MixinMisc2.java	MixinMisc2	text
2	com/moonsworth/lunar/ichor/MixinInternal2.java	MixinInternal2	text
2	com/moonsworth/lunar/ichor/MixinInternal.java	MixinInternal	method
2	com/moonsworth/lunar/ichor/Ichor2Iterator$Data5.java	Ichor2Iterator$Data5	field
2	com/moonsworth/lunar/ichor/Ichor2Iterator$Data2.java	Ichor2Iterator$Data2	field
2	com/moonsworth/lunar/genesis/mixin/MixinHelperType.java	MixinHelperType	flag
2	com/moonsworth/lunar/genesis/SerializableLoader$1.java	SerializableLoader$1	field
2	com/moonsworth/lunar/genesis/SerializableBase2$1.java	SerializableBase2$1	field
2	com/moonsworth/lunar/genesis/PreLaunchLibraryBootstrap$Data.java	PreLaunchLibraryBootstrap$Data	text
2	com/moonsworth/lunar/genesis/MixinHelperType2.java	MixinHelperType2	text
2	com/moonsworth/lunar/genesis/MixinHelperIterator34.java	MixinHelperIterator34	value
2	com/moonsworth/lunar/genesis/MixinHelperIterator22.java	MixinHelperIterator22	value
2	com/moonsworth/lunar/genesis/MixinHelper9$Type3.java	MixinHelper9$Type3	text
2	com/moonsworth/lunar/genesis/MixinHelper9$Data22.java	MixinHelper9$Data22	number
2	com/moonsworth/lunar/genesis/MixinHelper8_10.java	MixinHelper8_10	method,text
2	com/moonsworth/lunar/genesis/MixinHelper8$Data23.java	MixinHelper8$Data23	text
2	com/moonsworth/lunar/genesis/MixinHelper6$Type2.java	MixinHelper6$Type2	obj
2	com/moonsworth/lunar/genesis/MixinHelper6$Data28.java	MixinHelper6$Data28	number
2	com/moonsworth/lunar/genesis/MixinHelper524$Data.java	MixinHelper524$Data	number
2	com/moonsworth/lunar/genesis/MixinHelper5$Type3.java	MixinHelper5$Type3	obj
